,State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Latitude,Longitude
0,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-001,"ST. JOSEPH SECONDARY SCHOOL, MANGORO",120,744,True,-1,False,True,False,False,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76564/result_21438_1677481406_thumb.jpg,6.6152828,3.3237651
1,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-002,"15, SHOMIDE STREET",111,716,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76565/result_21439_1677481568_thumb.jpg,6.611684,3.3276183
2,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-004,"8, SEBIOTIMO STREET",108,843,True,-1,False,True,False,False,UNKNOWN,31,57,11,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76567/result_21441_1677481806_thumb.jpg,6.6100593,3.327579
3,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-005,"6, SEBIOTIMO STREET",114,731,True,-1,False,True,False,False,UNKNOWN,28,66,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76568/result_21442_1677481951_thumb.jpg,6.6098929,3.3275396
4,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-006,WITHIN OLABI SQUARE,80,539,True,-1,False,False,False,False,UNKNOWN,24,28,16,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76569/result_21443_1677482082_thumb.jpg,6.6140138,3.3250413
5,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-007,KAMORU ALIMI/SEBIOTIMO STREET I,128,676,True,-1,False,False,False,False,UNKNOWN,77,19,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76570/result_21444_1677482144_thumb.jpg,6.6140138,3.3250413
6,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-008,KAMORU ALIMI/SEBIOTIMO STREET II,137,722,True,-1,False,False,False,False,UNKNOWN,98,11,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76571/result_21445_1677482238_thumb.jpg,6.6135288,3.3280905
7,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-009,"18, MAYAKA STREET",114,815,True,-1,False,False,False,False,UNKNOWN,62,42,4,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76572/result_21446_1677482303_thumb.jpg,6.6128235,3.3254544
8,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-010,COMMUNITY PRY. SCHOOL,95,643,True,-1,False,True,False,False,UNKNOWN,53,26,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76573/result_21447_1677482453_thumb.jpg,6.578501,3.3682313
9,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-010,COMMUNITY PRY. SCHOOL,95,643,True,-1,False,True,False,False,UNKNOWN,53,26,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76573/result_21447_1677482453_thumb.jpg,6.613283,3.3266087
10,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-011,"2, OTUN STREET",95,476,True,-1,False,False,False,False,UNKNOWN,29,52,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76574/result_21448_1677482625_thumb.jpg,6.5255087,3.3790343
11,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-012,"4, OTUN STREET",102,523,True,-1,False,True,False,False,UNKNOWN,42,45,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76575/result_21449_1677482765_thumb.jpg,6.5255045,3.3790309
12,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-013,"11, TALABI STREET",138,620,True,-1,False,False,False,False,UNKNOWN,49,59,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76576/result_21450_1677482856_thumb.jpg,6.6099442,3.3260839
13,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-014,BACK OF ILORO GRAMMAR SCHOOL,91,721,True,-1,False,False,False,False,UNKNOWN,39,30,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76577/result_21451_1677482957_thumb.jpg,6.6152604,3.3237598
14,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-015,"4, FISHER STREET",110,603,True,-1,False,False,False,False,UNKNOWN,43,50,6,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76578/result_21452_1677483119_thumb.jpg,6.6096071,3.3204801
15,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-016,"18, OLUFESO STREET",164,653,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76579/result_21453_1677483242_thumb.jpg,6.6102279,3.3210089
16,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-018,"17, AJIBOSE STREET",96,587,True,-1,False,False,False,False,UNKNOWN,55,17,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76581/result_21455_1677483598_thumb.jpg,6.6134041,3.3227202
17,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-019,"15, AJIBOSE STREET",103,634,True,-1,False,False,False,False,UNKNOWN,45,26,10,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76582/result_21456_1677483751_thumb.jpg,6.6133842,3.3225825
18,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-020,"20, ISHORA-YUSUF STREET",133,619,True,-1,False,True,False,False,UNKNOWN,83,29,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76583/result_21457_1677484036_thumb.jpg,6.6125498,3.3236193
19,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-021,"9, ADETONA STREET",108,575,True,-1,False,False,False,False,UNKNOWN,45,40,5,7,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76584/result_21458_1677484112_thumb.jpg,6.6117876,3.3230054
20,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-023,"2, ONIBEJU STREET",113,710,True,-1,False,False,False,False,UNKNOWN,43,32,17,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76586/result_21460_1677484775_thumb.jpg,6.6162837,3.3205074
21,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-024,"4, ONIBEJU STREET",65,499,True,-1,False,True,False,False,UNKNOWN,19,2,5,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76587/result_21461_1677484878_thumb.jpg,6.6161892,3.3206156
22,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-025,"18, OREDAPO STREET",108,719,True,-1,False,False,False,False,UNKNOWN,50,24,14,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76588/result_21462_1677485083_thumb.jpg,6.6145311,3.323477
23,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-026,"33, OREDAPO STREET",142,786,True,-1,False,True,False,False,UNKNOWN,76,34,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76589/result_21463_1677485192_thumb.jpg,6.6144975,3.3243529
24,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-027,"10, OLAYIWOLA STREET",113,603,True,-1,False,False,False,False,UNKNOWN,83,20,4,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76590/result_21464_1677485292_thumb.jpg,6.6136568,3.3223268
25,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-028,"40, OLAYIWOLA STREET",106,634,True,-1,False,True,False,False,UNKNOWN,57,26,8,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76591/result_21465_1677485581_thumb.jpg,6.6135803,3.3244315
26,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-029,A/C PRIMARY SCHOOL,86,701,True,-1,False,False,False,False,UNKNOWN,38,21,14,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76592/result_21466_1677485689_thumb.jpg,6.6158933,3.3189974
27,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-030,"24, ONIBEJU STREET",86,507,True,-1,False,False,False,False,UNKNOWN,47,12,19,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76593/result_21467_1677485755_thumb.jpg,6.6151,3.321481
28,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-031,ANWAR-ISLAM COLLEGE,66,731,True,-1,False,False,False,False,UNKNOWN,30,21,10,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76594/result_21468_1677486066_thumb.jpg,6.6145622,3.3188964
29,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-032,"11, AGEGE BYE-PASS/CAPITOL ROAD",123,811,True,-1,False,False,False,False,UNKNOWN,56,41,14,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76595/result_21469_1677486231_thumb.jpg,6.6145278,3.3268959
30,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-033,AGEGE BYE-PASS/ALH. YUSUF ROAD,69,525,True,-1,False,False,False,False,UNKNOWN,46,5,6,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76596/result_21470_1677486292_thumb.jpg,6.6114602,3.3226891
31,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-034,"11, MARKET STREET",117,811,True,-1,False,False,False,False,UNKNOWN,64,17,16,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76597/result_21471_1677486368_thumb.jpg,6.6163011,3.3241463
32,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-036,"20, IPAYE STREET",98,633,True,-1,False,False,False,False,UNKNOWN,43,17,27,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76599/result_21473_1677486893_thumb.jpg,6.6331271,3.3880006
33,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-037,"8, BABAYOMI LANE",82,420,True,-1,False,False,False,False,UNKNOWN,48,12,10,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76600/result_21474_1677487006_thumb.jpg,6.6154331,3.3256703
34,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-038,"15, OLD ABEOKUTA MTR. RD. BY JAMAL ENT.",72,550,True,-1,False,False,False,False,UNKNOWN,38,12,14,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76601/result_21475_1677487285_thumb.jpg,6.6140138,3.3250413
35,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-039,"17, OLD ABEOKUTA MTR. ROAD BY JAMAL ENT.",51,528,True,-1,False,False,False,False,UNKNOWN,21,8,15,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76602/result_21476_1677487658_thumb.jpg,6.6140138,3.3250413
36,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-040,"19, BISI-ODUNAYA STREET",84,606,True,-1,False,True,False,False,UNKNOWN,63,6,10,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76603/result_21477_1677487748_thumb.jpg,6.6179032,3.3252361
37,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-041,"5, MODI LANA",96,683,True,-1,False,True,False,False,UNKNOWN,73,0,19,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76604/result_21478_1677487876_thumb.jpg,6.6140138,3.3250413
38,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-042,OLOKO/ONIGBAJULE,116,751,True,-1,False,False,False,False,UNKNOWN,54,12,24,9,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76605/result_21479_1677488071_thumb.jpg,6.6344888,3.303651
39,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-043,"3, OLOKO STREET",116,791,True,-1,False,False,False,False,UNKNOWN,62,8,29,8,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76606/result_21480_1677488236_thumb.jpg,6.6243978,3.2775101
40,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-044,"7, OREMEJI STREET",81,424,True,-1,False,True,False,False,UNKNOWN,57,11,8,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76607/result_21481_1677488516_thumb.jpg,6.603794,3.3244155
41,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-047,"1, IYALODE STREET",82,685,True,-1,False,False,False,False,UNKNOWN,50,12,8,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76610/result_21484_1677488831_thumb.jpg,6.4556628,3.3506439
42,LAGOS,AGEGE,ISALE/IDIMANGORO,24-01-01-048,"8, MOSHALASHI",121,644,True,-1,False,True,False,False,UNKNOWN,77,5,16,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76611/result_21485_1677488926_thumb.jpg,6.5896843,3.2829619
43,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-002,"20, ADEYOOLA STREET",98,690,True,-1,False,False,False,False,UNKNOWN,55,25,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76613/result_21497_1677498520_thumb.jpg,6.6098762,3.3159247
44,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-003,"18, SUBUOLA STREET",146,827,True,-1,False,False,False,False,UNKNOWN,68,53,15,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76614/result_21498_1677500961_thumb.jpg,6.6086739,3.315919
45,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-004,"24, SULE STREET",113,750,True,-1,False,False,False,False,UNKNOWN,35,56,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76615/result_21499_1677501151_thumb.jpg,6.6090582,3.3277363
46,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-006,OPP. LIMSON INSTITUTE ARIGIDI STREET I,170,814,True,-1,False,False,False,False,UNKNOWN,96,56,3,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76617/result_21501_1677501432_thumb.jpg,6.6152604,3.3237598
47,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-007,OPP. LIMSON INSTITUTE ARIGIDI STREET II,83,539,True,-1,True,False,False,False,UNKNOWN,33,30,2,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76618/result_21502_1677501624_thumb.jpg,6.6152604,3.3237598
48,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-008,"28, ADEBISI-AWOSOGA STREET",151,979,True,-1,False,True,False,False,UNKNOWN,45,83,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76619/result_21503_1677501743_thumb.jpg,6.6093705,3.3183633
49,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-009,"12, AKINSOLA STREET",94,657,True,-1,False,False,False,False,UNKNOWN,62,15,11,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76620/result_21504_1677501850_thumb.jpg,6.6111457,3.3145578
50,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-010,"23, OLUSOLA STREET",69,468,True,-1,False,False,False,False,UNKNOWN,41,24,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76621/result_21505_1677501939_thumb.jpg,6.6098043,3.3144804
51,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-012,"25, SHITTA STREET",89,720,True,-1,False,False,False,False,UNKNOWN,44,23,9,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76623/result_21507_1677502199_thumb.jpg,6.6117886,3.3150101
52,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-013,"23, SHITTA STREET",129,843,True,-1,False,True,False,False,UNKNOWN,86,30,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76624/result_21508_1677502325_thumb.jpg,6.6117526,3.3137775
53,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-014,"29, SURULERE STREET",92,793,True,-1,False,False,False,False,UNKNOWN,53,30,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76625/result_21509_1677502437_thumb.jpg,6.612559,3.3150691
54,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-015,"27, SURULERE STREET",99,748,True,-1,False,True,False,False,UNKNOWN,55,37,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76626/result_21510_1677502519_thumb.jpg,6.6125479,3.3151743
55,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-016,"14, OLUSOLA/OJUALALE STREET",59,433,True,-1,False,False,False,False,UNKNOWN,36,15,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76627/result_21511_1677502640_thumb.jpg,6.6103121,3.3145971
56,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-018,"3, UNION ROAD",113,826,True,-1,False,False,False,False,UNKNOWN,39,50,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76629/result_21513_1677502965_thumb.jpg,6.6065494,3.3165245
57,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-019,"2, BULURO/TIAMIYU STREET",120,856,True,-1,False,True,False,False,UNKNOWN,51,48,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76630/result_21514_1677503102_thumb.jpg,6.6079497,3.3155187
58,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-020,"11, ALFA-YUSUF STREET",171,801,True,-1,False,False,False,False,UNKNOWN,74,73,13,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76631/result_21515_1677503237_thumb.jpg,6.6067645,3.3153058
59,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-021,"10, IFELODUN STREET",122,737,True,-1,False,True,False,False,UNKNOWN,65,34,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76632/result_21516_1677503376_thumb.jpg,6.60916,3.31377
60,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-022,"22, BELLO-AJARE STREET",95,702,True,-1,False,True,False,False,UNKNOWN,49,36,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76633/result_21517_1677503606_thumb.jpg,6.607813,3.3138729
61,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-023,"20, SALAKO STREET",125,656,True,-1,False,False,False,False,UNKNOWN,76,39,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76634/result_21518_1677503756_thumb.jpg,6.6085274,3.3135351
62,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-024,"2, OJUALALE STREET",91,618,True,-1,False,False,False,False,UNKNOWN,68,16,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76635/result_21519_1677503893_thumb.jpg,6.6099402,3.3137122
63,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-025,"15, OLORUNLOGBON STREET",52,408,True,-1,False,False,False,False,UNKNOWN,34,11,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76636/result_21520_1677504017_thumb.jpg,6.6105411,3.3140483
64,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-026,"13, OLORUNLOGBON STREET",134,687,True,-1,False,False,False,False,UNKNOWN,90,34,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76637/result_21521_1677504157_thumb.jpg,6.6103985,3.3141251
65,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-027,"6, OGABAMBI STREET",127,714,True,-1,False,True,False,False,UNKNOWN,57,47,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76638/result_21522_1677504434_thumb.jpg,6.6087304,3.3174882
66,LAGOS,AGEGE,ILORO/ONIPETESI,24-01-02-028,"7, MUFUTAU SHOETAN",67,453,True,-1,False,False,False,False,UNKNOWN,33,23,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76639/result_21523_1677504565_thumb.jpg,6.6115179,3.3168372
67,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-001,"9, OREMEJI STREET",82,606,True,-1,False,False,False,False,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76640/result_21535_1677443958_thumb.jpg,6.6254056,3.3196321
68,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-002,"15, FAWOLE STREET",27,328,True,-1,False,True,False,False,UNKNOWN,15,2,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76641/result_21536_1677444947_thumb.jpg,6.6209532,3.3240654
69,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-003,"19, FAWOLE STREET",106,838,True,-1,False,False,False,False,UNKNOWN,72,11,17,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76642/result_21537_1677445261_thumb.jpg,6.6209541,3.32407
70,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-004,"17, FAWOLE STREET",87,804,True,-1,False,False,False,False,UNKNOWN,47,14,18,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76643/result_21538_1677445747_thumb.jpg,6.6209532,3.3240654
71,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-005,"31, ADENIYI STREET",51,407,True,-1,False,False,False,False,UNKNOWN,31,7,7,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76644/result_21539_1677445926_thumb.jpg,6.588989,3.2961433
72,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-007,AJEBORIOGBON/OLD ABEOKUTA RD. BY FIRST BANK,59,488,True,-1,False,True,False,False,UNKNOWN,41,3,7,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76646/result_21541_1677446284_thumb.jpg,6.6260051,3.319784
73,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-008,"20, AJEBORIOGBON STREET",87,622,True,-1,False,False,False,False,UNKNOWN,42,5,22,8,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76647/result_21542_1677446478_thumb.jpg,6.6216476,3.32286
74,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-011,"49, SADIKU STREET",111,683,True,-1,False,False,False,False,UNKNOWN,60,6,23,10,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76650/result_21545_1677446952_thumb.jpg,6.6214547,3.3222109
75,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-012,"11, AKERELE STREET",51,463,True,-1,False,False,False,False,UNKNOWN,34,7,5,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76651/result_21546_1677447218_thumb.jpg,6.6218816,3.3234681
76,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-013,"9, AKERELE STREET",71,744,True,-1,False,False,False,False,UNKNOWN,50,12,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76652/result_21547_1677447524_thumb.jpg,6.6218816,3.3234681
77,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-014,IREPODUN PRY. SCHOOL,76,557,True,-1,False,False,False,False,UNKNOWN,52,12,9,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76653/result_21548_1677447976_thumb.jpg,6.6228655,3.3218704
78,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-015,"21, OMODEHINDE STREET",78,558,True,-1,False,False,False,False,UNKNOWN,54,13,6,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76654/result_21549_1677448229_thumb.jpg,6.6180727,3.3162295
79,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-016,"19, OMODEHINDE STREET",99,717,True,-1,False,False,False,False,UNKNOWN,72,8,5,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76655/result_21550_1677448454_thumb.jpg,6.6211444,3.3165306
80,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-018,RAUFU-ALAJO/FANIMOKUN STREET,127,643,True,-1,False,False,False,False,UNKNOWN,85,4,22,8,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76657/result_21552_1677448965_thumb.jpg,6.6224048,3.3213073
81,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-019,OLADEJO/ALFA-NLA STREET,82,630,True,-1,False,False,False,False,UNKNOWN,54,11,11,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76658/result_21553_1677449181_thumb.jpg,6.6184,3.3206158
82,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-020,"67, ONIWAYA ROAD",98,750,True,-1,False,True,False,False,UNKNOWN,39,29,6,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76659/result_21554_1677449319_thumb.jpg,6.6204637,3.3246329
83,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-021,"65, ONIWAYA ROAD",105,792,True,-1,False,False,False,False,UNKNOWN,46,43,6,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76660/result_21555_1677449479_thumb.jpg,6.6204754,3.3246624
84,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-026,"8, OGUNWO STREET",29,252,True,-1,False,False,False,False,UNKNOWN,15,5,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76665/result_21560_1677496538_thumb.jpg,6.6180892,3.3199827
85,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-028,APATA/OWO STREET,75,495,True,-1,False,False,False,False,UNKNOWN,15,5,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76667/result_21562_1677496193_thumb.jpg,6.6208525,3.3195351
86,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-030,"15A, TAIWO DADA STREET",69,654,True,-1,False,False,False,False,UNKNOWN,44,7,12,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76669/result_21564_1677495362_thumb.jpg,6.6184069,3.3192387
87,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-031,"16, DANIYAN STREET",78,483,True,-1,False,True,False,False,UNKNOWN,57,8,7,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76670/result_21565_1677495098_thumb.jpg,6.5167016,3.346629
88,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-032,"24, KADIRI STREET",58,393,True,-1,False,False,False,False,UNKNOWN,44,7,12,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76671/result_21566_1677494986_thumb.jpg,6.6158691,3.3170457
89,LAGOS,AGEGE,ONIWAYA/PAPA-UKU,24-01-03-034,"134, DOPEMU ROAD",43,405,True,-1,False,False,False,False,UNKNOWN,11,25,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/76673/result_21568_1677492978_thumb.jpg,6.6150107,3.3127271
